index;x;y;z
486;0.204651;-0.988495;-0.178970
487;0.246719;-0.825378;-0.141907
488;0.109390;-0.786987;-0.033615
489;0.205475;-0.794174;-0.187653
490;0.023651;-1.166183;-0.029694
491;0.052292;-0.926712;-0.039932
492;-0.067047;-1.024994;-0.069992
493;0.164169;-1.071548;-0.300369
494;-0.146423;-0.872925;-0.037521
495;0.080032;-0.985840;-0.186783
496;0.192841;-1.270142;-0.264908
497;0.114182;-0.986542;-0.137512
498;0.291656;-0.634888;-0.341934
499;0.187424;-0.980347;-0.307480
500;0.035461;-0.889145;-0.172638
501;0.250443;-1.219452;-0.289780
502;0.119827;-1.155075;-0.189957
503;-0.023468;-0.768082;-0.051117
504;0.191422;-1.060135;-0.292252
505;-0.118546;-1.007584;0.034851
506;-0.092453;-0.937180;-0.022507
507;0.287689;-0.990509;-0.332794
508;0.274933;-1.408173;-0.218887
509;0.011154;-0.496658;0.110901
510;0.302216;-1.154831;-0.155014
511;0.536469;-0.950241;-0.355392
512;0.090378;-0.763565;0.046600
513;0.301178;-0.653381;-0.217194
514;-0.009262;-1.353500;-0.179596
515;-0.103821;-0.712646;-0.164383
516;-0.263336;-0.816376;-0.062607
517;-0.148895;-1.488754;-0.176544
518;0.034058;-0.973297;-0.239975
519;-0.018585;-0.825516;-0.185883
520;0.053955;-0.805740;-0.235443
521;0.432068;-2.095810;-0.504181
522;0.515747;0.140015;-0.127136
523;0.101364;-1.456818;-0.155853
524;0.539322;-0.640732;-0.343079
525;0.058777;-0.320267;0.076752
526;-0.133408;-1.196121;-0.058182
527;0.451645;-1.225830;-0.255981
528;-0.307343;-0.710556;0.063782
529;-0.106812;-0.660507;-0.055740
530;0.292435;-1.802094;-0.370026
531;-0.193268;-0.614685;-0.003586
532;0.169907;-0.957581;-0.229385
533;0.402298;-1.672272;-0.454819
534;-0.003372;-0.424713;-0.042938
535;0.578918;-1.931961;-0.614227
536;-0.251678;-0.011398;0.150497
537;0.267166;-0.305435;-0.192154
538;0.471283;-2.011642;-0.606750
539;-0.091141;-0.731796;0.235031
540;0.217911;-1.087204;-0.272598
541;0.100632;-0.927002;-0.005203
542;0.009232;-0.904449;-0.067551
543;0.366501;-0.642349;-0.154892
544;-0.046829;-1.833801;-0.114029
545;0.210907;-0.161438;-0.052231
546;0.262863;-1.421555;-0.367142
547;0.125763;-0.559296;-0.180893
548;-0.029861;-1.331421;-0.105072
549;0.025940;-0.540039;-0.230103
550;0.073944;-1.130630;-0.132828
551;0.117264;-1.125168;-0.244919
552;0.009491;-0.939117;-0.213776
553;0.063263;-0.678467;-0.218277
554;0.181000;-1.201828;-0.352676
555;0.114136;-0.839310;-0.302078
556;0.261169;-1.336273;-0.364990
557;0.053177;-0.794449;-0.290543
558;-0.004700;-1.326202;-0.317810
559;0.376999;-0.718887;-0.458817
560;-0.040268;-0.193634;-0.022964
561;0.038422;-2.442047;-0.244156
562;0.371246;-0.497345;-0.232162
563;0.279251;-1.477249;-0.155609
564;0.301636;-0.655502;-0.139175
565;0.534210;-2.352737;-0.350647
566;-0.198044;0.764069;0.436951
567;0.048416;-2.353546;-0.072296
568;0.898285;-0.919815;-0.496643
569;-0.124649;-0.851471;0.137238
570;0.266113;-0.921494;-0.074875
571;0.224380;-0.733032;-0.058090
572;0.038956;-1.994720;-0.201599
573;-0.170914;-0.133591;0.010651
574;0.342422;-0.959702;-0.283951
575;0.048401;-1.056564;-0.257767
576;-0.126526;-0.144455;0.070618
577;0.261856;-1.785660;-0.232468
578;0.211121;-0.926682;-0.358231
579;-0.102386;-1.020309;-0.106918
580;0.304504;-0.432816;-0.436844
581;-0.085403;-1.012161;-0.345337
582;-0.189178;-0.566223;-0.027161
583;0.207581;-1.050720;-0.382858
584;0.422226;-1.087234;-0.366348
585;-0.167862;-0.625946;-0.042419
586;0.479843;-1.935394;-0.529602
587;-0.061295;-1.080765;-0.171097
588;-0.037704;-0.201004;-0.185226
589;0.464737;-1.005707;-0.448227
590;0.161636;-1.272095;-0.153091
591;0.068542;-1.637421;-0.075226
592;0.293304;-0.448608;-0.103195
593;0.297318;-1.069839;-0.210724
594;0.127487;-0.970581;-0.088272
595;0.327560;-1.092667;-0.199615
596;0.039764;-1.179245;0.080688
597;0.160355;-0.477142;-0.051559
598;0.162766;-0.712296;-0.159897
599;0.112823;-1.442764;-0.194687
600;0.254669;-1.053604;-0.209290
601;0.002960;-0.930191;-0.048477
602;0.097610;-0.774796;-0.219986
603;0.087646;-0.942276;-0.284973
604;-0.052536;-0.886459;-0.172607
605;0.115280;-0.933655;-0.251328
606;0.188965;-0.830368;-0.239639
607;0.168625;-0.990341;-0.260803
608;0.174927;-1.103485;-0.189560
609;0.211594;-1.168793;-0.160416
610;0.088760;-0.629623;-0.065826
611;0.226028;-1.208923;-0.241959
612;0.229599;-1.015503;-0.282455
613;-0.025787;-0.628235;-0.054474
614;0.206955;-1.161987;-0.271439
615;0.099991;-0.854965;-0.193726
616;0.045334;-1.359879;-0.163651
617;0.145920;-0.944565;-0.311203
618;-0.079483;-1.142380;-0.168655
619;-0.042801;-0.376984;-0.236496
620;-0.005920;-1.472305;-0.373199
621;0.270737;-0.948242;-0.499359
622;0.012329;-1.215057;-0.304749
623;0.062805;-0.380707;-0.148193
624;0.308319;-1.332809;-0.330872
625;0.314392;-0.973358;-0.174026
626;0.077011;-0.947647;-0.002747
627;0.364258;-0.836456;-0.207779
628;0.165161;-1.218521;-0.144470
629;0.106033;-0.466644;-0.053940
630;0.199356;-1.481125;-0.251129
631;0.125610;-0.789841;-0.124939
632;0.071991;-1.019287;-0.124741
633;0.395844;-1.134033;-0.332687
634;0.237152;-1.115143;-0.108795
635;0.049194;-1.155823;-0.035202
636;0.402802;-0.664932;-0.177200
637;0.113800;-0.117737;0.006775
638;0.163834;-1.925140;-0.192917
639;0.532043;-0.937912;-0.336563
640;-0.021774;-0.512497;0.084732
641;0.002274;-1.663971;-0.181732
642;0.028442;0.215408;-0.068619
643;0.169067;-2.293610;-0.299072
644;0.044983;-0.286514;-0.215454
645;0.017975;-1.197922;-0.186600
646;0.130493;-1.149124;-0.453934
647;0.005203;-0.652435;-0.082352
648;0.183624;-0.713181;-0.162430
649;0.268890;-1.296997;-0.277145
650;0.293304;-1.083023;-0.201965
651;-0.224319;-0.493027;0.045258
652;0.215408;-1.161819;-0.332336
653;0.204239;-1.231720;-0.336609
654;-0.112289;-0.349564;-0.074371
655;0.186996;-1.616699;-0.260620
656;0.274185;-0.897018;-0.311844
657;-0.093369;-0.850983;-0.030167
658;0.244431;-0.947037;-0.342941
659;0.145874;-0.791183;-0.166000
660;-0.080688;-0.978882;-0.112625
661;0.222519;-0.899384;-0.248016
662;0.222305;-1.051544;-0.179337
663;-0.113876;-0.839218;-0.011551
664;0.306931;-1.101166;-0.281631
665;0.269577;-1.209991;-0.200394
666;0.159439;-0.991196;-0.108704
667;0.231354;-0.962601;-0.186905
668;0.208420;-0.704178;-0.149307
669;0.239594;-1.215027;-0.185074
670;0.256592;-0.936111;-0.080536
671;0.190079;-0.889008;-0.096817
672;0.130569;-0.768265;-0.054214
673;0.071533;-0.868393;-0.189651
674;0.019775;-1.032516;-0.165070
675;0.094299;-1.040817;-0.188232
676;-0.040009;-0.550613;-0.039963
677;0.197830;-1.214523;-0.270218
678;0.391983;-1.157715;-0.418732
679;-0.121384;-0.726013;0.026566
680;0.164276;-1.140213;-0.194168
681;0.409958;-1.218445;-0.414307
682;-0.156708;-0.625702;0.021469
683;0.079102;-0.862869;-0.163086
684;0.342178;-1.034851;-0.334351
685;0.010666;-1.124237;-0.156967
686;0.137589;-1.080811;-0.281662
687;0.118774;-0.829147;-0.188675
688;-0.037964;-0.942230;-0.092636
689;-0.025146;-0.581421;-0.067505
690;0.367966;-1.518677;-0.293213
691;0.082275;-0.734711;-0.098068
692;0.056290;-0.678085;-0.054184
693;0.279404;-1.556290;-0.364456
694;0.241638;-0.993912;-0.235687
695;0.047440;-0.930283;-0.128662
696;0.176743;-0.574936;-0.251266
697;0.410049;-1.582199;-0.423523
698;-0.523682;0.200897;0.237686
699;0.353897;-1.846649;-0.336273
700;0.664993;-1.647888;-0.501053
701;-0.549408;-0.389160;0.331299
702;0.329391;-1.095200;-0.350311
703;0.487579;-1.136551;-0.454346
704;-0.364014;-1.095840;0.147171
705;0.381638;-0.232361;-0.292038
706;0.407608;-1.765472;-0.463013
707;-0.186752;-0.863205;0.043304
708;0.305618;-0.726501;-0.237152
709;0.278717;-1.235107;-0.228867
710;-0.129440;-1.125443;-0.041138
711;0.447006;-0.951263;-0.369705
712;0.149246;-0.926178;-0.200073
713;0.056564;-0.443405;-0.002960
714;0.321716;-1.115662;-0.215729
715;0.179047;-1.837524;-0.196167
716;-0.118256;-0.137451;0.015976
717;-0.058273;-1.541595;-0.260468
718;0.044678;-1.091644;-0.394165
719;-0.457520;-0.930008;-0.087906
720;0.232285;0.004593;-0.408920
721;0.831055;-2.514282;-0.636292
722;-0.041977;-0.605957;0.100601
723;0.103455;-0.495621;0.029694
724;0.579712;-1.609955;-0.412766
725;0.147202;-0.708710;0.206802
726;0.341003;-0.914795;-0.222382
727;0.116623;-1.022812;-0.067261
728;0.061584;-1.004364;0.097992
729;0.440582;-0.855286;-0.229797
730;0.014389;-1.089874;-0.107590
731;0.080704;-0.758759;0.021622
732;0.079559;-0.896378;-0.250092
