index;x;y;z
301;0.069046;0.549072;-1.023743
302;0.067230;0.514709;-0.998779
303;0.048462;0.485229;-0.989822
304;0.050247;0.399078;-0.876785
305;0.070190;0.296005;-0.789520
306;0.072784;0.235596;-0.796127
307;0.064423;0.136551;-0.768051
308;0.091919;0.044464;-0.789856
309;0.116776;0.025146;-0.860138
310;0.123642;0.163635;-1.086700
311;0.097900;0.387939;-1.207199
312;0.047775;0.400864;-1.250519
313;0.007172;0.238556;-1.005051
314;-0.021347;0.074646;-0.742996
315;-0.032944;0.107178;-0.720810
316;0.012024;0.361694;-0.817001
317;0.073975;0.594391;-0.967636
318;0.112045;0.735245;-1.001694
319;0.104828;0.632858;-0.963501
320;0.095261;0.627014;-0.983582
321;0.087173;0.651627;-0.994751
322;0.070740;0.603073;-0.970139
323;0.061172;0.371323;-0.741760
324;0.073364;0.154404;-0.615372
325;0.049713;-0.009796;-0.692245
326;0.018692;-0.019394;-0.757980
327;0.074783;0.166626;-0.995132
328;0.125031;0.415497;-1.163345
329;0.080338;0.392059;-1.058167
330;0.098740;0.472031;-1.208984
331;0.059052;0.618637;-1.202087
332;0.038696;0.505402;-1.121353
333;0.035385;0.304016;-0.805298
334;0.028290;0.131287;-0.653839
335;0.032135;0.230789;-0.709717
336;0.061615;0.396759;-0.799026
337;0.022964;0.531769;-0.959991
338;-0.015503;0.434067;-0.780380
339;0.012924;0.228928;-0.772614
340;0.074936;0.220734;-0.993561
341;0.093063;0.514389;-1.078156
342;0.091949;0.539444;-1.092667
343;0.057358;0.409119;-1.032394
344;0.084259;0.174759;-0.867783
345;0.169724;0.011749;-0.838135
346;0.283478;0.080933;-0.892746
347;0.423935;0.233887;-1.142456
348;0.356598;0.373795;-0.944336
349;0.286331;0.281784;-1.040039
350;0.153290;0.442047;-0.909485
351;0.291153;0.233231;-0.906387
352;0.245834;0.357452;-0.923920
353;0.156479;0.353210;-0.777985
354;0.153809;0.446243;-0.927246
355;0.108124;0.483566;-0.885635
356;0.098526;0.558640;-0.969147
357;0.084274;0.624832;-1.014038
358;0.035553;0.487732;-0.701172
359;0.119461;0.263901;-0.703003
360;0.070526;0.302185;-0.775223
361;0.072220;0.409286;-0.855118
362;0.161346;0.573380;-0.973022
363;0.177216;0.477875;-0.887146
364;0.141357;0.478516;-0.923828
365;0.101547;0.508179;-0.870972
366;0.050278;0.621109;-0.989502
367;0.000565;0.493912;-0.839417
368;0.071808;0.346909;-0.833710
369;0.105957;0.325699;-0.808212
370;0.143097;0.324799;-0.904846
371;0.094833;0.349167;-0.902069
372;0.071320;0.326141;-0.903107
373;0.055481;0.356903;-0.902634
374;0.035843;0.362549;-0.959122
375;0.016251;0.363480;-0.984695
376;0.016479;0.357803;-0.993881
377;0.042236;0.267441;-0.870041
378;0.075241;0.211349;-0.916534
379;0.064056;0.160706;-0.896271
380;0.042786;0.094818;-0.967117
381;0.039810;0.068909;-0.954788
382;0.088196;0.076141;-0.991089
383;0.142059;0.050903;-1.031265
384;0.162308;-0.053101;-1.106186
385;0.128174;0.032013;-1.068878
386;0.069641;0.042709;-1.008652
387;0.063965;-0.019699;-1.015945
388;0.064468;-0.062775;-0.912369
389;0.073257;-0.026901;-0.924377
390;0.090836;-0.010071;-0.937836
391;0.113586;0.057693;-0.997910
392;0.113220;0.122772;-1.030075
393;0.081665;-0.049515;-0.797897
394;0.061234;-0.082535;-0.938202
395;0.042831;0.099854;-0.927353
396;-0.027130;-0.045258;-0.715942
397;0.037643;0.151566;-1.147552
398;0.119904;0.504898;-1.205139
399;0.171448;0.166840;-1.189133
400;0.190887;0.099548;-1.067413
401;0.082718;-0.014343;-0.948822
402;0.041458;-0.070023;-0.744446
403;0.018005;0.024734;-0.885712
404;0.039490;0.241867;-0.994324
405;0.003052;0.141693;-0.460632
406;-0.043503;-0.118134;-0.735458
407;0.022888;0.252182;-1.148285
408;0.054199;0.380554;-1.297211
409;0.115952;0.244461;-1.075012
410;0.165222;0.267700;-1.279800
411;0.082169;0.219940;-1.125137
412;0.005493;0.042282;-0.927368
413;0.034409;0.150406;-1.184067
414;0.018417;-0.039261;-0.660690
415;0.030701;-0.219299;-0.585495
416;-0.047379;-0.082123;-0.814346
417;0.024506;0.277954;-1.122864
418;0.081299;0.554520;-1.086182
