index;x;y;z
491;-0.219574;1.002808;0.408997
492;-0.223663;0.985138;0.350555
493;-0.104401;0.847153;0.175125
494;-0.214279;0.937637;0.467743
495;-0.218811;0.940125;0.331207
496;-0.197769;0.902374;0.161880
497;-0.172440;1.064316;0.384903
498;-0.248444;0.905487;0.465195
499;-0.157578;0.677444;0.149811
500;-0.110092;1.057526;0.135712
501;-0.251663;1.002075;0.875717
502;-0.206390;0.980362;0.074799
503;-0.126083;0.923416;0.117966
504;-0.223099;1.021957;0.753662
505;-0.222794;0.934128;0.168884
506;-0.111588;0.916199;0.248688
507;-0.097992;0.720932;0.285461
508;-0.313477;0.890213;0.356735
509;0.017151;1.031082;0.131424
510;-0.307587;0.989655;0.738937
511;-0.111130;0.796326;0.125687
512;-0.206573;0.981354;0.245468
513;-0.102539;0.975418;0.472488
514;-0.243103;1.050476;0.344559
515;-0.258560;1.134079;0.433792
516;-0.057877;0.755463;0.383804
517;-0.351379;1.163071;0.348480
518;0.002197;0.659866;0.288208
519;-0.200043;0.878387;0.057999
520;-0.100311;0.816742;0.291626
521;-0.221710;1.068787;0.488739
522;-0.245926;1.093719;0.237915
523;-0.177368;0.935822;0.450867
524;-0.191055;0.831192;0.166122
525;-0.133835;0.904083;0.261246
526;-0.224106;1.049698;0.486740
527;-0.205170;0.952087;0.278046
528;-0.212601;0.825546;0.292480
529;-0.197418;0.935013;0.247879
530;-0.182785;0.946411;0.295624
531;-0.113373;0.946808;0.230270
532;-0.222137;0.791000;0.394302
533;-0.250046;1.012939;0.282608
534;-0.234665;1.126205;0.343307
535;-0.131821;0.955383;0.264282
536;-0.241074;0.925644;0.269501
537;-0.203400;0.980896;0.321976
538;-0.218689;0.830887;0.364975
539;-0.291580;0.921173;0.378357
540;-0.057236;0.711670;0.228271
541;-0.172958;0.767776;-0.014404
542;-0.303436;1.152756;0.550552
543;-0.322784;1.275497;0.543991
544;-0.136307;1.004456;0.192291
545;-0.190338;0.867218;0.480682
546;-0.061356;0.738388;0.128433
547;-0.204361;0.831024;0.200256
548;-0.138351;1.006714;0.389618
549;-0.105377;1.008713;0.190659
550;-0.059860;1.118225;0.198334
551;-0.016129;1.009247;0.096436
552;-0.078751;0.935410;0.164307
553;-0.073547;0.857742;0.099762
554;-0.170578;0.860321;0.290497
555;-0.273087;0.890640;0.331940
556;-0.033493;0.774231;0.008255
557;-0.420227;0.906189;0.764160
558;-0.261230;1.175201;0.414398
559;-0.234253;1.181290;0.476349
560;-0.072205;1.127914;0.446793
561;-0.173141;0.836075;0.340469
562;0.051178;0.690521;-0.109344
563;-0.161331;0.806168;0.557419
